"date","team1","team2","map","event","matchid","teamid1","teamid2","eventid","score1","score2"
"8/3 15","PENTA (16)","AliGon (13)","dust2","CCS Kick-off Season Closed Qualifier #2","19230","5395","4894","1680","16","13"
"8/3 15","AliGon (12)","PENTA (16)","cache","CCS Kick-off Season Closed Qualifier #2","19229","4894","5395","1680","12","16"
"8/3 15","GGWP (10)","x6tence (16)","mirage","GamePlan Pro League","19235","5970","4468","1676","10","16"
"7/3 15","CPH Wolves (5)","PENTA (16)","dust2","CCS Kick-off Season Closed Qualifier #2","19223","4548","5395","1680","5","16"
"7/3 15","CPH Wolves (10)","PENTA (16)","inferno","CCS Kick-off Season Closed Qualifier #2","19222","4548","5395","1680","10","16"
"7/3 15","AliGon (16)","dignitas (10)","inferno","CCS Kick-off Season Closed Qualifier #2","19221","4894","5422","1680","16","10"
"7/3 15","dignitas (10)","AliGon (16)","cache","CCS Kick-off Season Closed Qualifier #2","19220","5422","4894","1680","10","16"
"7/3 15","AliGon (7)","dignitas (16)","dust2","CCS Kick-off Season Closed Qualifier #2","19219","4894","5422","1680","7","16"
"7/3 15","Property (25)","volgare (28)","mirage","GameAgents League Season 1","19212","5319","5579","1688","25","28"
"7/3 15","volgare (12)","Property (16)","cache","GameAgents League Season 1","19211","5579","5319","1688","12","16"
"7/3 15","Property (23)","volgare (25)","inferno","GameAgents League Season 1","19207","5319","5579","1688","23","25"
"1/3 15","NiP (16)","TSM (2)","nuke","FACEIT League 2015 Stage 1","19198","4411","5996","1662","16","2"
"1/3 15","fnatic (16)","Titan (8)","cache","FACEIT League 2015 Stage 1","19197","4991","5284","1662","16","8"
"1/3 15","Immunity (16)","AVANT GARDE (9)","mirage","FACEIT League 2015 Stage 1","19196","4791","5293","1662","16","9"
"1/3 15","Vox Eminor (16)","TRIDENT (0)","cache","FACEIT League 2015 Stage 1","19195","4784","5290","1662","16","0"
"1/3 15","Chiefs (16)","Streamline (8)","cache","FACEIT League 2015 Stage 1","19194","6010","5869","1662","16","8"
"27/2 15","SKDC (4)","Liquid (16)","mirage","FACEIT League 2015 Stage 1","19193","5454","5973","1662","4","16"
"27/2 15","Cloud9 (7)","CLG (16)","cache","FACEIT League 2015 Stage 1","19192","5752","5974","1662","7","16"
"26/2 15","LGB (12)","NiP (16)","cache","FACEIT League 2015 Stage 1","19191","5962","4411","1662","12","16"
"26/2 15","Natus Vincere (7)","Virtus.pro (16)","mirage","FACEIT League 2015 Stage 1","19190","4608","5378","1662","7","16"
"26/2 15","Titan (16)","LGB (5)","cache","FACEIT League 2015 Stage 1","19189","5284","5962","1662","16","5"
"26/2 15","fnatic (16)","EnVyUs (10)","inferno","FACEIT League 2015 Stage 1","19188","4991","5991","1662","16","10"
"25/2 15","Titan (3)","TSM (16)","nuke","FACEIT League 2015 Stage 1","19187","5284","5996","1662","3","16"
"25/2 15","Virtus.pro (16)","fnatic (14)","mirage","FACEIT League 2015 Stage 1","19186","5378","4991","1662","16","14"
"25/2 15","SKDC (2)","Cloud9 (16)","dust2","FACEIT League 2015 Stage 1","19185","5454","5752","1662","2","16"
"25/2 15","Mythic (12)","Liquid (16)","inferno","FACEIT League 2015 Stage 1","19184","5479","5973","1662","12","16"
"25/2 15","CLG (16)","eLevate (4)","nuke","FACEIT League 2015 Stage 1","19183","5974","5775","1662","16","4"
"23/2 15","CPH Wolves (14)","madjicK (16)","cbble","Game Show CS:GO League Season 2","19182","4548","6017","1671","14","16"
"22/2 15","NiP (11)","EnVyUs (16)","mirage","FACEIT League 2015 Stage 1","19172","4411","5991","1662","11","16"
"22/2 15","LGB (4)","fnatic (16)","cache","FACEIT League 2015 Stage 1","19171","5962","4991","1662","4","16"
"22/2 15","NiP (18)","fnatic (21)","mirage","FACEIT League 2015 Stage 1","19169","4411","4991","1662","18","21"
"22/2 15","eNergy (16)","Eternal Conflict (6)","inferno","Battle for the Throne","19181","5153","5235","1665","16","6"
"22/2 15","eNergy (16)","Eternal Conflict (4)","cache","Battle for the Throne","19180","5153","5235","1665","16","4"
"22/2 15","LGB (7)","EnVyUs (16)","dust2","FACEIT League 2015 Stage 1","19168","5962","5991","1662","7","16"
"22/2 15","Immunity (26)","Chiefs (24)","mirage","FACEIT League 2015 Stage 1","19165","4791","6010","1662","26","24"
"22/2 15","Vox Eminor (16)","Streamline (3)","dust2","FACEIT League 2015 Stage 1","19164","4784","5869","1662","16","3"
"22/2 15","AVANT GARDE (21)","TRIDENT (15)","dust2","FACEIT League 2015 Stage 1","19162","5293","5290","1662","21","15"
"20/2 15","SKDC (16)","Mythic (13)","overpass","FACEIT League 2015 Stage 1","19161","5454","5479","1662","16","13"
"20/2 15","Cloud9 (20)","eLevate (26)","cbble","FACEIT League 2015 Stage 1","19158","5752","5775","1662","20","26"
"20/2 15","CLG (12)","Liquid (16)","mirage","FACEIT League 2015 Stage 1","19157","5974","5973","1662","12","16"
"19/2 15","LGB (21)","TSM (18)","mirage","FACEIT League 2015 Stage 1","19155","5962","5996","1662","21","18"
"19/2 15","NiP (16)","Virtus.pro (6)","nuke","FACEIT League 2015 Stage 1","19154","4411","5378","1662","16","6"
"19/2 15","Bravado (16)","Eternal Conflict (21)","cache","Battle for the Throne","19178","5158","5235","1665","16","21"
"19/2 15","Eternal Conflict (12)","Bravado (16)","inferno","Battle for the Throne","19177","5235","5158","1665","12","16"
"19/2 15","Bravado (28)","Eternal Conflict (31)","mirage","Battle for the Throne","19173","5158","5235","1665","28","31"
"19/2 15","Titan (16)","EnVyUs (11)","cache","FACEIT League 2015 Stage 1","19153","5284","5991","1662","16","11"
"19/2 15","Virtus.pro (16)","TSM (13)","mirage","FACEIT League 2015 Stage 1","19152","5378","5996","1662","16","13"
"19/2 15","CLG (14)","SKDC (16)","dust2","FACEIT League 2015 Stage 1","19151","5974","5454","1662","14","16"
"19/2 15","eLevate (9)","Liquid (16)","inferno","FACEIT League 2015 Stage 1","19150","5775","5973","1662","9","16"
"19/2 15","Mythic (13)","Cloud9 (16)","dust2","FACEIT League 2015 Stage 1","19149","5479","5752","1662","13","16"
"18/2 15","Natus Vincere (16)","LGB (11)","mirage","FACEIT League 2015 Stage 1","19144","4608","5962","1662","16","11"
"18/2 15","NiP (16)","Titan (10)","dust2","FACEIT League 2015 Stage 1","19143","4411","5284","1662","16","10"
"18/2 15","TSM (9)","fnatic (16)","inferno","FACEIT League 2015 Stage 1","19142","5996","4991","1662","9","16"
"18/2 15","Damage Control (17)","eNergy (21)","overpass","Battle for the Throne","19147","5154","5153","1665","17","21"
"18/2 15","eNergy (16)","Damage Control (13)","inferno","Battle for the Throne","19146","5153","5154","1665","16","13"
"18/2 15","eNergy (12)","Damage Control (16)","cache","Battle for the Throne","19145","5153","5154","1665","12","16"
"18/2 15","Virtus.pro (16)","EnVyUs (10)","cbble","FACEIT League 2015 Stage 1","19141","5378","5991","1662","16","10"
"17/2 15","Virtus.pro (14)","fnatic (16)","nuke","King of Majors","19139","5378","4991","1657","14","16"
"17/2 15","fnatic (16)","Virtus.pro (9)","cache","King of Majors","19140","4991","5378","1657","16","9"
"17/2 15","NiP (11)","Virtus.pro (16)","nuke","King of Majors","19138","4411","5378","1657","11","16"
"17/2 15","NiP (16)","Virtus.pro (9)","cache","King of Majors","19137","4411","5378","1657","16","9"
"17/2 15","NiP (9)","Virtus.pro (16)","mirage","King of Majors","19136","4411","5378","1657","9","16"
"17/2 15","NiP (15)","fnatic (19)","mirage","King of Majors","19134","4411","4991","1657","15","19"
"17/2 15","fnatic (16)","NiP (12)","cache","King of Majors","19133","4991","4411","1657","16","12"
"17/2 15","The Flying V (16)","Fenix Fire (7)","mirage","CS Select #2","19132","5968","6009","1661","16","7"
"17/2 15","The Flying V (16)","Fenix Fire (10)","cache","CS Select #2","19131","5968","6009","1661","16","10"
"16/2 15","EnVyUs (3)","Virtus.pro (16)","cache","King of Majors","19130","5991","5378","1657","3","16"
"16/2 15","Virtus.pro (16)","EnVyUs (10)","cbble","King of Majors","19129","5378","5991","1657","16","10"
"16/2 15","NiP (16)","EnVyUs (14)","dust2","King of Majors","19128","4411","5991","1657","16","14"
"16/2 15","NiP (16)","EnVyUs (6)","inferno","King of Majors","19127","4411","5991","1657","16","6"
"16/2 15","fnatic (16)","Virtus.pro (3)","cache","King of Majors","19126","4991","5378","1657","16","3"
"16/2 15","Virtus.pro (10)","fnatic (16)","cache","King of Majors","19125","5378","4991","1657","10","16"
"15/2 15","mousesports (8)","3DMAX (16)","cache","ESL One Katowice 2015 Main Qualifier","19124","4494","5789","1644","8","16"
"15/2 15","dignitas (3)","KaBuM.TD (16)","inferno","ESL One Katowice 2015 Main Qualifier","19123","5422","5822","1644","3","16"
"15/2 15","dignitas (13)","Vox Eminor (16)","inferno","ESL One Katowice 2015 Main Qualifier","19122","5422","4784","1644","13","16"
"15/2 15","ESC (8)","3DMAX (16)","mirage","ESL One Katowice 2015 Main Qualifier","19121","5246","5789","1644","8","16"
"15/2 15","ESC (11)","dignitas (16)","mirage","ESL One Katowice 2015 Main Qualifier","19120","5246","5422","1644","11","16"
"15/2 15","Vox Eminor (16)","3DMAX (11)","mirage","ESL One Katowice 2015 Main Qualifier","19119","4784","5789","1644","16","11"
"15/2 15","INSHOCK (11)","KaBuM.TD (16)","nuke","ESL One Katowice 2015 Main Qualifier","19118","5613","5822","1644","11","16"
"15/2 15","Cloud9 (16)","mousesports (14)","dust2","ESL One Katowice 2015 Main Qualifier","19117","5752","4494","1644","16","14"
"15/2 15","INSHOCK (2)","Cloud9 (16)","inferno","ESL One Katowice 2015 Main Qualifier","19115","5613","5752","1644","2","16"
"15/2 15","mousesports (16)","KaBuM.TD (10)","dust2","ESL One Katowice 2015 Main Qualifier","19116","4494","5822","1644","16","10"
"14/2 15","Titan (16)","CPH Wolves (4)","nuke","ESL One Katowice 2015 Main Qualifier","19113","5284","4548","1644","16","4"
"14/2 15","PiTER (3)","FlipSid3 (16)","mirage","ESL One Katowice 2015 Main Qualifier","19112","5949","5988","1644","3","16"
"14/2 15","CPH Wolves (16)","Liquid (10)","mirage","ESL One Katowice 2015 Main Qualifier","19111","4548","5973","1644","16","10"
"14/2 15","LGB (16)","FlipSid3 (11)","inferno","ESL One Katowice 2015 Main Qualifier","19110","5962","5988","1644","16","11"
"14/2 15","Liquid (14)","FlipSid3 (16)","mirage","ESL One Katowice 2015 Main Qualifier","19109","5973","5988","1644","14","16"
"14/2 15","LGB (16)","CPH Wolves (8)","inferno","ESL One Katowice 2015 Main Qualifier","19108","5962","4548","1644","16","8"
"14/2 15","PiTER (19)","G2 (17)","mirage","ESL One Katowice 2015 Main Qualifier","19106","5949","5995","1644","19","17"
"14/2 15","Titan (14)","CLG (16)","dust2","ESL One Katowice 2015 Main Qualifier","19105","5284","5974","1644","14","16"
"14/2 15","PiTER (24)","Titan (28)","cache","ESL One Katowice 2015 Main Qualifier","19100","5949","5284","1644","24","28"
"14/2 15","CLG (16)","G2 (14)","cache","ESL One Katowice 2015 Main Qualifier","19099","5974","5995","1644","16","14"
"10/2 15","fnatic (16)","LGB (11)","dust2","FPL Challenge by Björn Borg","19098","4991","5962","1643","16","11"
"10/2 15","HellRaisers (4)","EnVyUs (16)","inferno","FPL Challenge by Björn Borg","19097","5310","5991","1643","4","16"
"8/2 15","fnatic (22)","Titan (20)","inferno","Inferno Online Pantamera Challenge","19094","4991","5284","1622","22","20"
"8/2 15","Titan (13)","fnatic (16)","cache","Inferno Online Pantamera Challenge","19093","5284","4991","1622","13","16"
"7/2 15","fnatic (16)","EnVyUs (7)","nuke","Inferno Online Pantamera Challenge","19092","4991","5991","1622","16","7"
"7/2 15","fnatic (19)","EnVyUs (17)","cache","Inferno Online Pantamera Challenge","19090","4991","5991","1622","19","17"
"7/2 15","EnVyUs (16)","fnatic (13)","dust2","Inferno Online Pantamera Challenge","19089","5991","4991","1622","16","13"
"7/2 15","NiP (9)","fnatic (16)","inferno","Inferno Online Pantamera Challenge","19085","4411","4991","1622","9","16"
"7/2 15","EnVyUs (16)","LGB (3)","inferno","Inferno Online Pantamera Challenge","19081","5991","5962","1622","16","3"
"7/2 15","Titan (2)","Virtus.pro (16)","cache","Inferno Online Pantamera Challenge","19083","5284","5378","1622","2","16"
"7/2 15","Virtus.pro (15)","NiP (15)","nuke","Inferno Online Pantamera Challenge","19084","5378","4411","1622","15","15"
"7/2 15","Titan (16)","EnVyUs (11)","dust2","Inferno Online Pantamera Challenge","19082","5284","5991","1622","16","11"
"7/2 15","fnatic (16)","LGB (12)","cache","Inferno Online Pantamera Challenge","19080","4991","5962","1622","16","12"
"7/2 15","Titan (16)","LGB (7)","dust2","Inferno Online Pantamera Challenge","19087","5284","5962","1622","16","7"
"7/2 15","fnatic (15)","Virtus.pro (15)","mirage","Inferno Online Pantamera Challenge","19088","4991","5378","1622","15","15"
"7/2 15","NiP (13)","EnVyUs (16)","cache","Inferno Online Pantamera Challenge","19086","4411","5991","1622","13","16"
"7/2 15","fnatic (16)","EnVyUs (14)","nuke","Inferno Online Pantamera Challenge","19079","4991","5991","1622","16","14"
"7/2 15","NiP (8)","Titan (16)","inferno","Inferno Online Pantamera Challenge","19078","4411","5284","1622","8","16"
"7/2 15","Virtus.pro (11)","LGB (16)","cache","Inferno Online Pantamera Challenge","19077","5378","5962","1622","11","16"
"7/2 15","Titan (16)","fnatic (12)","inferno","Inferno Online Pantamera Challenge","19076","5284","4991","1622","16","12"
"7/2 15","Virtus.pro (10)","EnVyUs (16)","cache","Inferno Online Pantamera Challenge","19075","5378","5991","1622","10","16"
"7/2 15","NiP (16)","LGB (5)","dust2","Inferno Online Pantamera Challenge","19074","4411","5962","1622","16","5"
"31/1 15","Titan (14)","NiP (16)","cache","ASUS ROG Winter 2015","19073","5284","4411","1601","14","16"
"31/1 15","NiP (16)","Titan (5)","dust2","ASUS ROG Winter 2015","19072","4411","5284","1601","16","5"
"31/1 15","HellRaisers (16)","PENTA (9)","dust2","ASUS ROG Winter 2015","19071","5310","5395","1601","16","9"
"31/1 15","HellRaisers (16)","PENTA (13)","mirage","ASUS ROG Winter 2015","19070","5310","5395","1601","16","13"
"31/1 15","NiP (16)","HellRaisers (10)","inferno","ASUS ROG Winter 2015","19069","4411","5310","1601","16","10"
"31/1 15","HellRaisers (8)","NiP (16)","dust2","ASUS ROG Winter 2015","19068","5310","4411","1601","8","16"
"31/1 15","Titan (16)","PENTA (0)","inferno","ASUS ROG Winter 2015","19067","5284","5395","1601","16","0"
"31/1 15","Titan (16)","PENTA (14)","cache","ASUS ROG Winter 2015","19066","5284","5395","1601","16","14"
"31/1 15","3DMAX (12)","Titan (16)","cache","ASUS ROG Winter 2015","19065","5789","5284","1601","12","16"
"30/1 15","mousesports (6)","Titan (16)","dust2","ASUS ROG Winter 2015","19064","4494","5284","1601","6","16"
"30/1 15","NiP (16)","3DMAX (2)","nuke","ASUS ROG Winter 2015","19063","4411","5789","1601","16","2"
"30/1 15","Titan (13)","3DMAX (16)","mirage","ASUS ROG Winter 2015","19062","5284","5789","1601","13","16"
"30/1 15","NiP (16)","mousesports (6)","cache","ASUS ROG Winter 2015","19061","4411","4494","1601","16","6"
"30/1 15","Virtus.pro (10)","HellRaisers (16)","inferno","ASUS ROG Winter 2015","19060","5378","5310","1601","10","16"
"30/1 15","Virtus.pro (9)","PENTA (16)","mirage","ASUS ROG Winter 2015","19058","5378","5395","1601","9","16"
"30/1 15","volgare (10)","HellRaisers (16)","mirage","ASUS ROG Winter 2015","19057","5579","5310","1601","10","16"
"30/1 15","Virtus.pro (16)","volgare (3)","cache","ASUS ROG Winter 2015","19056","5378","5579","1601","16","3"
"30/1 15","HellRaisers (13)","PENTA (16)","inferno","ASUS ROG Winter 2015","19059","5310","5395","1601","13","16"
"26/1 15","NiP (10)","LDLC (16)","cbble","MLG X-Games Aspen 2015","19055","4411","4674","1600","10","16"
"26/1 15","NiP (19)","LDLC (17)","inferno","MLG X-Games Aspen 2015","19053","4411","4674","1600","19","17"
"26/1 15","NiP (11)","LDLC (16)","dust2","MLG X-Games Aspen 2015","19052","4411","4674","1600","11","16"
"25/1 15","dignitas (19)","fnatic (17)","mirage","MLG X-Games Aspen 2015","19050","5422","4991","1600","19","17"
"25/1 15","fnatic (7)","dignitas (16)","nuke","MLG X-Games Aspen 2015","19049","4991","5422","1600","7","16"
"25/1 15","LDLC (16)","dignitas (5)","cache","MLG X-Games Aspen 2015","19048","4674","5422","1600","16","5"
"25/1 15","dignitas (16)","LDLC (14)","inferno","MLG X-Games Aspen 2015","19047","5422","4674","1600","16","14"
"25/1 15","LDLC (16)","dignitas (10)","dust2","MLG X-Games Aspen 2015","19046","4674","5422","1600","16","10"
"25/1 15","NiP (16)","fnatic (12)","mirage","MLG X-Games Aspen 2015","19045","4411","4991","1600","16","12"
"25/1 15","NiP (14)","fnatic (16)","inferno","MLG X-Games Aspen 2015","19044","4411","4991","1600","14","16"
"25/1 15","NiP (16)","fnatic (14)","cache","MLG X-Games Aspen 2015","19043","4411","4991","1600","16","14"
"24/1 15","Cloud9 (2)","dignitas (16)","dust2","MLG X-Games Aspen 2015","19042","5752","5422","1600","2","16"
"24/1 15","NiP (16)","KaBuM.TD (3)","inferno","MLG X-Games Aspen 2015","19041","4411","5822","1600","16","3"
"24/1 15","LDLC (16)","Liquid (6)","dust2","MLG X-Games Aspen 2015","19040","4674","5973","1600","16","6"
"24/1 15","CLG (7)","fnatic (16)","mirage","MLG X-Games Aspen 2015","19039","5974","4991","1600","7","16"
"24/1 15","dignitas (16)","KaBuM.TD (4)","dust2","MLG X-Games Aspen 2015","19038","5422","5822","1600","16","4"
"24/1 15","NiP (7)","Cloud9 (16)","nuke","MLG X-Games Aspen 2015","19037","4411","5752","1600","7","16"
"24/1 15","Liquid (16)","CLG (5)","cache","MLG X-Games Aspen 2015","19036","5973","5974","1600","16","5"
"24/1 15","LDLC (16)","fnatic (9)","inferno","MLG X-Games Aspen 2015","19035","4674","4991","1600","16","9"
"24/1 15","KaBuM.TD (16)","Cloud9 (4)","mirage","MLG X-Games Aspen 2015","19034","5822","5752","1600","16","4"
"24/1 15","NiP (19)","dignitas (17)","dust2","MLG X-Games Aspen 2015","19032","4411","5422","1600","19","17"
"23/1 15","LDLC (14)","CLG (16)","dust2","MLG X-Games Aspen 2015","19031","4674","5974","1600","14","16"
"23/1 15","Liquid (3)","fnatic (16)","inferno","MLG X-Games Aspen 2015","19030","5973","4991","1600","3","16"
"21/1 15","HellRaisers (16)","PENTA (13)","cache","SLTV StarSeries XII","19228","5310","5395","1629","16","13"
"21/1 15","PENTA (16)","HellRaisers (8)","inferno","SLTV StarSeries XII","19227","5395","5310","1629","16","8"
"21/1 15","HellRaisers (22)","PENTA (20)","mirage","SLTV StarSeries XII","19224","5310","5395","1629","22","20"
"21/1 15","HellRaisers (16)","Virtus.pro (8)","mirage","SLTV StarSeries XII","19206","5310","5378","1629","16","8"
